Identifier	Participant ID	count	Age.Band	Gender	keep	Expected Kinterm	Compositional Analysis	Which term was provided?	Reciprocal relationship	Task	correct_comp	correct_prod	correct	Referent_ID	Term	Task2	Kin.distance	Genealogical.distance	Half.sibling.merger	Same.sex.sibling.merger	Step.kin.merger	Task_name	Task_name2	Task_name3	Same-sex Sib Merger
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	yile 2 nginarr	4	*	NA	1	TRUE	TRUE	TRUE	Referent 59	MMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	thamuny 2	3 + 1M	*	NA	1	FALSE	NA	FALSE	Referent 100	FFZH > FMB	1	3	4	0	0	1	comprehension	inapposite	comprehension	0
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	munak 2	5	kaski	NA	1	TRUE	TRUE	TRUE	Referent 111	FMBDD	1	5	5	0	0	0	comprehension	inapposite	comprehension	0
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	thamuny 2	3	*	NA	1	TRUE	TRUE	TRUE	Referent 122	FMB	1	3	3	0	0	0	comprehension	apposite	comprehension	0
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	ngathan 2	5	pule	NA	2	FALSE	TRUE	TRUE	Referent 19	FMBDS	2	5	5	0	0	0	production	inapposite	production	0
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	yile 1	1 + 2S+1H	dedi	NA	2	FALSE	TRUE	TRUE	Referent 20	FMZS > FMS > FB > F	2	1	4	1	2	0	production	inapposite	production	2
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	kaka 1 by marriage	2 + 1M	kaka	NA	2	FALSE	TRUE	TRUE	Referent 105	FZH > MB	2	2	3	0	0	1	production	inapposite	production	0
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	kale 1 by marriage	1 + 1S+1M	*	NA	2	FALSE	FALSE	FALSE	Referent 22	FBW > FW > M	2	1	3	0	1	1	production	inapposite	production	1
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	pugarli	3	pugarli	NA	2	FALSE	TRUE	TRUE	Referent 23	FZD	2	3	3	0	0	0	production	inapposite	production	0
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	pipi 1	2 + 1S+1H	pipi	NA	2	FALSE	TRUE	TRUE	Referent 24	FMZD > FMD > FZ	2	2	4	1	1	0	production	inapposite	production	1
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	ngathan 1	1	munak	NA	3	FALSE	FALSE	FALSE	Referent 4	Z	3	1	1	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	wakal/newuy	2	pipi	NA	3	FALSE	FALSE	FALSE	Referent 25	FZ	3	2	2	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	wakal/newuy	2 + 1M	kaka	NA	3	FALSE	FALSE	FALSE	Referent 18	FZH > MB	3	2	3	0	0	1	altercentricity	inapposite	altercentric production	0
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	wakal/newuy	1 + 2S+1H+1M	mama	NA	3	FALSE	FALSE	FALSE	Referent 26	FMZSW > FMSW > FBW>FW > M	3	1	5	1	2	1	altercentricity	inapposite	altercentric production	2
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	mangka	2 + 1S	mangka	1	3	FALSE	TRUE	TRUE	Referent 27	FMZ > FM	3	2	3	0	1	0	altercentricity	inapposite	altercentric production	1
Participant 34	Participant 19	19	B 7;10_10;6	M	TRUE	wakal/newuy	1 + 2S+1H	dedi	NA	3	FALSE	FALSE	FALSE	Referent 28	FMZS >FMS > FB > F	3	1	4	1	2	0	altercentricity	inapposite	altercentric production	2
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	ngathan 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 118	B	1	1	1	0	0	0	comprehension	apposite	comprehension	0
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	yile 1	1 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 2	FB > F	1	1	2	0	1	0	comprehension	apposite	comprehension	1
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	kale 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 114	M	1	1	1	0	0	0	comprehension	apposite	comprehension	0
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	munak 1	1 + 1S +1H	*	NA	1	TRUE	TRUE	TRUE	Referent 95	FBD > FD > Z	1	1	3	1	1	0	comprehension	apposite	comprehension	1
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	munak 1	1 + 1S +1H	*	NA	1	FALSE	FALSE	FALSE	Referent 5	FBD > FD > Z	1	1	3	1	1	0	comprehension	inapposite	comprehension	1
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	kangkurl M	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 6	FFB > FF	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	mangka	2	*	NA	1	FALSE	FALSE	FALSE	Referent 7	FM	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	munak 1	1 + 2S+2H	*	NA	1	FALSE	FALSE	FALSE	Referent 8	FMZSD > FMSD > FBD > FD > Z	1	1	5	2	2	0	comprehension	inapposite	comprehension	2
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	pugarli	3 + 2S	*	NA	1	TRUE	TRUE	TRUE	Referent 9	FMZDS > FMDS > FZS	1	3	5	1	1	0	comprehension	inapposite	comprehension	1
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	kaka 2	4	*	NA	1	TRUE	TRUE	TRUE	Referent 10	FMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	pipi 1	2	*	NA	1	FALSE	FALSE	FALSE	Referent 11	FZ	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	thamuny 1F	3	*	NA	1	FALSE	FALSE	FALSE	Referent 119	MFZ	1	3	3	0	0	0	comprehension	inapposite	comprehension	0
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	mangka	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 13	FMZ > FM	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	thamuny 1M	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 120	MFB > MF	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	pipi 2	4	*	NA	1	FALSE	FALSE	FALSE	Referent 121	MMBD	1	4	4	0	0	0	comprehension	inapposite	comprehension	0
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	kangkurl	3 + 1M	*	NA	1	TRUE	TRUE	TRUE	Referent 48	FMBW > FFZ	1	3	4	0	0	1	comprehension	inapposite	comprehension	0
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	yile 2 nginarr	4	*	NA	1	TRUE	TRUE	TRUE	Referent 59	MMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	thamuny 2	3 + 1M	*	NA	1	FALSE	FALSE	FALSE	Referent 100	FFZH > FMB	1	3	4	0	0	1	comprehension	inapposite	comprehension	0
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	munak 2	5	*	NA	1	FALSE	FALSE	FALSE	Referent 111	FMBDD	1	5	5	0	0	0	comprehension	inapposite	comprehension	0
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	thamuny 2	3	*	NA	1	TRUE	TRUE	TRUE	Referent 122	FMB	1	3	3	0	0	0	comprehension	apposite	comprehension	0
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	ngathan 2	5	*	NA	2	NA	FALSE	FALSE	Referent 19	FMBDS	2	5	5	0	0	0	production	inapposite	production	0
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	yile 1	1 + 2S+1H	*	NA	2	NA	FALSE	FALSE	Referent 20	FMZS > FMS > FB > F	2	1	4	1	2	0	production	inapposite	production	2
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	kaka 1 by marriage	2 + 1M	*	NA	2	NA	FALSE	FALSE	Referent 105	FZH > MB	2	2	3	0	0	1	production	inapposite	production	0
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	kale 1 by marriage	1 + 1S+1M	*	NA	2	NA	FALSE	FALSE	Referent 22	FBW > FW > M	2	1	3	0	1	1	production	inapposite	production	1
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	pugarli	3	*	NA	2	NA	FALSE	FALSE	Referent 23	FZD	2	3	3	0	0	0	production	inapposite	production	0
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	pipi 1	2 + 1S+1H	pipi	NA	2	NA	TRUE	TRUE	Referent 24	FMZD > FMD > FZ	2	2	4	1	1	0	production	inapposite	production	1
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	ngathan 1	1	munak	NA	3	NA	FALSE	FALSE	Referent 4	Z	3	1	1	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	wakal/newuy	2	pipi	NA	3	NA	FALSE	FALSE	Referent 25	FZ	3	2	2	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	wakal/newuy	2 + 1M	*	NA	3	NA	FALSE	FALSE	Referent 18	FZH > MB	3	2	3	0	0	1	altercentricity	inapposite	altercentric production	0
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	wakal/newuy	1 + 2S+1H+1M	*	NA	3	NA	FALSE	FALSE	Referent 26	FMZSW > FMSW > FBW>FW > M	3	1	5	1	2	1	altercentricity	inapposite	altercentric production	2
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	mangka	2 + 1S	pipi	1	3	NA	FALSE	FALSE	Referent 27	FMZ > FM	3	2	3	0	1	0	altercentricity	inapposite	altercentric production	1
Participant 24	Participant 20	20	B 7;10_10;6	M	TRUE	wakal/newuy	1 + 2S+1H	kaka	NA	3	NA	FALSE	FALSE	Referent 28	FMZS >FMS > FB > F	3	1	4	1	2	0	altercentricity	inapposite	altercentric production	2
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	ngathan 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 118	B	1	1	1	0	0	0	comprehension	apposite	comprehension	0
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	yile 1	1 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 2	FB > F	1	1	2	0	1	0	comprehension	apposite	comprehension	1
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	kale 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 114	M	1	1	1	0	0	0	comprehension	apposite	comprehension	0
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	munak 1	1 + 1S +1H	thatha	NA	1	FALSE	NA	FALSE	Referent 95	FBD > FD > Z	1	1	3	1	1	0	comprehension	apposite	comprehension	1
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	munak 1	1 + 1S +1H	*	NA	1	FALSE	FALSE	FALSE	Referent 5	FBD > FD > Z	1	1	3	1	1	0	comprehension	inapposite	comprehension	1
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	kangkurl M	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 6	FFB > FF	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	mangka	2	*	NA	1	FALSE	FALSE	FALSE	Referent 7	FM	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	munak 1	1 + 2S+2H	*	NA	1	FALSE	FALSE	FALSE	Referent 8	FMZSD > FMSD > FBD > FD > Z	1	1	5	2	2	0	comprehension	inapposite	comprehension	2
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	pugarli	3 + 2S	*	NA	1	FALSE	NA	FALSE	Referent 9	FMZDS > FMDS > FZS	1	3	5	1	1	0	comprehension	inapposite	comprehension	1
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	kaka 2	4	*	NA	1	TRUE	TRUE	TRUE	Referent 10	FMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	pipi 1	2	*	NA	1	FALSE	FALSE	FALSE	Referent 11	FZ	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	thamuny 1F	3	*	NA	1	FALSE	FALSE	FALSE	Referent 119	MFZ	1	3	3	0	0	0	comprehension	inapposite	comprehension	0
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	mangka	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 13	FMZ > FM	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	thamuny 1M	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 120	MFB > MF	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	pipi 2	4	*	NA	1	FALSE	FALSE	FALSE	Referent 121	MMBD	1	4	4	0	0	0	comprehension	inapposite	comprehension	0
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	kangkurl	3 + 1M	*	NA	1	FALSE	FALSE	FALSE	Referent 48	FMBW > FFZ	1	3	4	0	0	1	comprehension	inapposite	comprehension	0
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	yile 2 nginarr	4	*	NA	1	TRUE	TRUE	TRUE	Referent 59	MMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	thamuny 2	3 + 1M	*	NA	1	FALSE	FALSE	FALSE	Referent 100	FFZH > FMB	1	3	4	0	0	1	comprehension	inapposite	comprehension	0
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	munak 2	5	*	NA	1	FALSE	FALSE	FALSE	Referent 111	FMBDD	1	5	5	0	0	0	comprehension	inapposite	comprehension	0
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	thamuny 2	3	*	NA	1	TRUE	TRUE	TRUE	Referent 122	FMB	1	3	3	0	0	0	comprehension	apposite	comprehension	0
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	ngathan 2	5	paba	NA	2	NA	TRUE	TRUE	Referent 19	FMBDS	2	5	5	0	0	0	production	inapposite	production	0
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	yile 1	1 + 2S+1H	*	NA	2	NA	FALSE	FALSE	Referent 20	FMZS > FMS > FB > F	2	1	4	1	2	0	production	inapposite	production	2
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	kaka 1 by marriage	2 + 1M	pugarli	NA	2	NA	FALSE	FALSE	Referent 105	FZH > MB	2	2	3	0	0	1	production	inapposite	production	0
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	kale 1 by marriage	1 + 1S+1M	*	NA	2	NA	FALSE	FALSE	Referent 22	FBW > FW > M	2	1	3	0	1	1	production	inapposite	production	1
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	pugarli	3	*	NA	2	NA	FALSE	FALSE	Referent 23	FZD	2	3	3	0	0	0	production	inapposite	production	0
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	pipi 1	2 + 1S+1H	*	NA	2	NA	FALSE	FALSE	Referent 24	FMZD > FMD > FZ	2	2	4	1	1	0	production	inapposite	production	1
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	ngathan 1	1	munak	NA	3	NA	FALSE	FALSE	Referent 4	Z	3	1	1	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	wakal/newuy	2	*	NA	3	NA	FALSE	FALSE	Referent 25	FZ	3	2	2	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	wakal/newuy	2 + 1M	pugarli	NA	3	NA	FALSE	FALSE	Referent 18	FZH > MB	3	2	3	0	0	1	altercentricity	inapposite	altercentric production	0
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	wakal/newuy	1 + 2S+1H+1M	paba	NA	3	NA	FALSE	FALSE	Referent 26	FMZSW > FMSW > FBW>FW > M	3	1	5	1	2	1	altercentricity	inapposite	altercentric production	2
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	mangka	2 + 1S	maka	1	3	NA	TRUE	TRUE	Referent 27	FMZ > FM	3	2	3	0	1	0	altercentricity	inapposite	altercentric production	1
Participant 6	Participant 21	21	A 5_7;9	M	TRUE	wakal/newuy	1 + 2S+1H	pugarli	NA	3	NA	FALSE	FALSE	Referent 28	FMZS >FMS > FB > F	3	1	4	1	2	0	altercentricity	inapposite	altercentric production	2
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	ngathan 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 118	B	1	1	1	0	0	0	comprehension	apposite	comprehension	0
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	yile 1	1 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 2	FB > F	1	1	2	0	1	0	comprehension	apposite	comprehension	1
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	kale 1	1	*	NA	1	TRUE	TRUE	TRUE	Referent 114	M	1	1	1	0	0	0	comprehension	apposite	comprehension	0
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	munak 1	1 + 1S +1H	*	NA	1	TRUE	TRUE	TRUE	Referent 95	FBD > FD > Z	1	1	3	1	1	0	comprehension	apposite	comprehension	1
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	munak 1	1 + 1S +1H	paba	NA	1	FALSE	FALSE	FALSE	Referent 5	FBD > FD > Z	1	1	3	1	1	0	comprehension	inapposite	comprehension	1
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	kangkurl M	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 6	FFB > FF	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	mangka	2	*	NA	1	FALSE	FALSE	FALSE	Referent 7	FM	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	munak 1	1 + 2S+2H	*	NA	1	FALSE	FALSE	FALSE	Referent 8	FMZSD > FMSD > FBD > FD > Z	1	1	5	2	2	0	comprehension	inapposite	comprehension	2
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	pugarli	3 + 2S	*	NA	1	FALSE	FALSE	FALSE	Referent 9	FMZDS > FMDS > FZS	1	3	5	1	1	0	comprehension	inapposite	comprehension	1
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	kaka 2	4	*	NA	1	TRUE	TRUE	TRUE	Referent 10	FMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	pipi 1	2	pipi	NA	1	TRUE	TRUE	TRUE	Referent 11	FZ	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	thamuny 1F	3	*	NA	1	FALSE	FALSE	FALSE	Referent 119	MFZ	1	3	3	0	0	0	comprehension	inapposite	comprehension	0
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	mangka	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 13	FMZ > FM	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	thamuny 1M	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 120	MFB > MF	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	pipi 2	4	*	NA	1	FALSE	FALSE	FALSE	Referent 121	MMBD	1	4	4	0	0	0	comprehension	inapposite	comprehension	0
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	kangkurl	3 + 1M	*	NA	1	FALSE	FALSE	FALSE	Referent 48	FMBW > FFZ	1	3	4	0	0	1	comprehension	inapposite	comprehension	0
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	yile 2 nginarr	4	*	NA	1	TRUE	TRUE	TRUE	Referent 59	MMBS	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	thamuny 2	3 + 1M	*	NA	1	FALSE	FALSE	FALSE	Referent 100	FFZH > FMB	1	3	4	0	0	1	comprehension	inapposite	comprehension	0
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	munak 2	5	*	NA	1	FALSE	FALSE	FALSE	Referent 111	FMBDD	1	5	5	0	0	0	comprehension	inapposite	comprehension	0
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	thamuny 2	3	*	NA	1	TRUE	TRUE	TRUE	Referent 122	FMB	1	3	3	0	0	0	comprehension	apposite	comprehension	0
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	ngathan 2	5	pule	NA	2	NA	TRUE	TRUE	Referent 19	FMBDS	2	5	5	0	0	0	production	inapposite	production	0
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	yile 1	1 + 2S+1H	*	NA	2	NA	FALSE	FALSE	Referent 20	FMZS > FMS > FB > F	2	1	4	1	2	0	production	inapposite	production	2
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	kaka 1 by marriage	2 + 1M	*	NA	2	NA	FALSE	FALSE	Referent 105	FZH > MB	2	2	3	0	0	1	production	inapposite	production	0
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	kale 1 by marriage	1 + 1S+1M	*	NA	2	NA	FALSE	FALSE	Referent 22	FBW > FW > M	2	1	3	0	1	1	production	inapposite	production	1
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	pugarli	3	*	NA	2	NA	FALSE	FALSE	Referent 23	FZD	2	3	3	0	0	0	production	inapposite	production	0
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	pipi 1	2 + 1S+1H	*	NA	2	NA	FALSE	FALSE	Referent 24	FMZD > FMD > FZ	2	2	4	1	1	0	production	inapposite	production	1
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	ngathan 1	1	munak	NA	3	NA	FALSE	FALSE	Referent 4	Z	3	1	1	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	wakal/newuy	2	pipi	NA	3	NA	FALSE	FALSE	Referent 25	FZ	3	2	2	0	0	0	altercentricity	inapposite	altercentric production	0
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	wakal/newuy	2 + 1M	*	NA	3	NA	FALSE	FALSE	Referent 18	FZH > MB	3	2	3	0	0	1	altercentricity	inapposite	altercentric production	0
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	wakal/newuy	1 + 2S+1H+1M	*	NA	3	NA	FALSE	FALSE	Referent 26	FMZSW > FMSW > FBW>FW > M	3	1	5	1	2	1	altercentricity	inapposite	altercentric production	2
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	mangka	2 + 1S	*	1	3	NA	FALSE	FALSE	Referent 27	FMZ > FM	3	2	3	0	1	0	altercentricity	inapposite	altercentric production	1
Participant 44	Participant 22	22	C 10;7_13;3	M	TRUE	wakal/newuy	1 + 2S+1H	*	NA	3	NA	FALSE	FALSE	Referent 28	FMZS >FMS > FB > F	3	1	4	1	2	0	altercentricity	inapposite	altercentric production	2
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	kawu	2	kawu	NA	1	TRUE	FALSE	TRUE	Referent 13	MM	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	ngathan 1	1	paba	NA	1	TRUE	FALSE	TRUE	Referent 9	B	1	1	1	0	0	0	comprehension	inapposite	comprehension	0
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	munak 1	1 + 2S	*	NA	1	TRUE	TRUE	TRUE	Referent 90	MZS > MD > Z	1	1	3	1	1	0	comprehension	apposite	comprehension	1
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	kangkurl M	2 + 1S	*	NA	1	TRUE	TRUE	TRUE	Referent 62	FFB > FF	1	2	3	0	1	0	comprehension	apposite	comprehension	1
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	ngathan 1	1 + 2S	paba	NA	1	TRUE	FALSE	TRUE	Referent 125	MZS > MS > B	1	1	3	1	1	0	comprehension	inapposite	comprehension	1
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	munak 1	1 + 2S+2H	mumak	NA	1	TRUE	FALSE	TRUE	Referent 126	MMZDD > MMDD > MZD > MD > Z	1	1	5	2	2	0	comprehension	inapposite	comprehension	2
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	pugarli	3 + 2S	pugarli	NA	1	TRUE	FALSE	TRUE	Referent 118	MMZSS > MMSS > MBS	1	3	5	1	1	0	comprehension	inapposite	comprehension	1
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	pipi 1	2 + 1S + 1M	*	*	1	TRUE	FALSE	TRUE	Referent 127	FFBW > FFW > FM	1	2	4	0	1	1	comprehension	inapposite	comprehension	1
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	kaka 1	2	kaka	*	1	TRUE	FALSE	TRUE	Referent 117	MB	1	2	2	0	0	0	comprehension	inapposite	comprehension	0
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	thamuny 1M	2	*	NA	1	TRUE	TRUE	TRUE	Referent 128	MF	1	2	2	0	0	0	comprehension	apposite	comprehension	0
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	pipi 2	4	nginarr	NA	1	TRUE	FALSE	TRUE	Referent 50	MMBD	1	4	4	0	0	0	comprehension	inapposite	comprehension	0
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	pipi 2 nginarr	4	*	*	1	TRUE	TRUE	TRUE	Referent 129	MMBD	1	4	4	0	0	0	comprehension	apposite	comprehension	0
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	pugarli	3	*	*	1	TRUE	TRUE	TRUE	Referent 96	MBS	1	3	3	0	0	0	comprehension	apposite	comprehension	0
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	pipi 1 by marriage	2 + 1M	pipi	NA	1	TRUE	FALSE	TRUE	Referent 130	MBW > FZ	1	2	3	0	0	1	comprehension	inapposite	comprehension	0
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	nangkun	5	*	NA	2	NA	FALSE	FALSE	Referent 19	MMBDS	2	5	5	0	0	0	production	inapposite	production	0
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	yile 2	4	nginarr	NA	2	NA	TRUE	TRUE	Referent 131	MMBS	2	4	4	0	0	0	production	inapposite	production	0
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	thamuny 1M	2 + 1S + 1M	thamuny	NA	2	NA	TRUE	TRUE	Referent 88	MMZH > MMH > MF	2	2	4	0	1	1	production	inapposite	production	1
Participant 8	Participant 23	23	B 7;10_10;6	F	TRUE	kaka 1	2 + 2S	kaka	NA	2	NA	TRUE	TRUE	Referent 93	MMZS > MMS > MB	2	2	4	1	1	0	production	inapposite	production	1
